TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-060,71st/Stony Island,2019,Transfers Between TIF Districts,From Stony Island/Burnside (MSAC DS - South Shore HS),2015000,10/07/1998,10/07/2021
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2019,Transfers Between TIF Districts,To 71st/Stony Island (MSAC DS - South Shore HS),-2015000,06/10/1998,12/31/2034
T-060,71st/Stony Island,2019,Transfers Between TIF Districts,From 87th/Cottage Grove (MSAC DS - South Shore HS),2099900,10/07/1998,10/07/2021
T-106,Englewood Neighborhood,2019,Transfers Between TIF Districts,To Washington Park (RA - Life Center Artists Residences),-3175000,06/27/2001,12/31/2025
T-149,Stevenson/Brighton,2019,Transfers Between TIF Districts,From Midway Ind. Corr. (CPS - Brighton Park II),300000,04/11/2007,12/31/2031
T-142,Western Avenue/Rock Island,2019,Transfers Between TIF Districts,From 95th/Western (Morgan Park Sports Center),1200000,02/08/2006,12/31/2030
T-113,Roseland/Michigan,2019,Transfers Between TIF Districts,To North Pullman (RA - Whole Foods Distribution),-473300,01/16/2002,12/31/2026
T-125,119th/I-57,2019,Transfers Between TIF Districts,To 105th/Vincennes (RA - Renaissance Beverly Ridge),-353400,11/06/2002,12/31/2026
T-098,63rd/Pulaski,2019,Transfers Between TIF Districts,To 51st/Archer (MSAC DS - Hernandez MS),-2136100,05/17/2000,12/31/2024
T-146,Touhy/Western,2019,Transfers Between TIF Districts,From Devon/Western (MSAC DS - West Ridge Elementary),2263500,09/13/2006,12/31/2030
T-142,Western Avenue/Rock Island,2019,Transfers Between TIF Districts,From 111th/Kedzie (Morgan Park Sports Center),500000,02/08/2006,12/31/2030
T-111,105th/Vincennes,2019,Transfers Between TIF Districts,From 119th/I-57 (RA - Renaissance Beverly Ridge),353400,10/03/2001,12/31/2025
T-157,Hollywood/Sheridan,2019,Transfers Between TIF Districts,From Lawrence/Broadway (RA - Hollywood House),575800,11/07/2007,12/31/2031
T-115,Chicago/Central Park,2019,Transfers Between TIF Districts,From Northwest Ind. Corr. (MSAC DS - Westinghouse),1026000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Transfers Between TIF Districts,From Pulaski Corridor (MSAC DS - Westinghouse),1070800,02/27/2002,12/31/2026
T-109,Lawrence/Broadway,2019,Transfers Between TIF Districts,To Hollywood/Sheridan (RA - Hollywood House),-575800,06/27/2001,12/31/2025
T-144,Harrison/Central,2019,Transfers Between TIF Districts,From Madison/Austin (RA - Loretto Hospital),144000,07/26/2006,12/31/2030
T-144,Harrison/Central,2019,Transfers Between TIF Districts,From Roosevelt/Cicero (RA - Loretto Hospital),144000,07/26/2006,12/31/2030
T-127,87th/Cottage Grove,2019,Transfers Between TIF Districts,To 71st/Stony Island (MSAC DS - South Shore HS),-2099900,11/13/2002,12/31/2026
T-115,Chicago/Central Park,2019,Transfers Between TIF Districts,From Midwest (MSAC DS - Westinghouse),2281400,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Transfers Between TIF Districts,From Midwest (MSAC DS - Raby Horticultural),1219500,02/27/2002,12/31/2026
T-097,51st/Archer,2019,Transfers Between TIF Districts,From 63rd/Pulaski (MSAC DS - Hernandez MS),2136100,05/17/2000,12/31/2024
T-097,51st/Archer,2019,Transfers Between TIF Districts,From Midway Ind. Corr. (MSAC DS - Hernandez MS),3457600,05/17/2000,12/31/2024
T-115,Chicago/Central Park,2019,Transfers Between TIF Districts,From Kinzie Ind. Corr. (MSAC DS - Westinghouse),6152500,02/27/2002,12/31/2026
T-166,North Pullman,2019,Transfers Between TIF Districts,From Roseland/Michigan (RA - Whole Foods Distribution),473300,06/30/2009,12/31/2033
T-176,107th/Halsted,2020,Current Obligations,Program administration,-18500,03/05/2014,12/31/2038
T-177,Foster/California,2020,Current Obligations,Program administration,-1100,03/05/2014,12/31/2038
T-173,Montrose/Clarendon,2020,Current Obligations,Program administration,-7000,06/30/2010,12/31/2034
T-172,Randolph/Wells,2020,Current Obligations,RA - Randolph Tower,-522900,06/09/2010,12/31/2034
T-180,Red Purple Transit,2020,Current Obligations,CTA IGA Red Purple Modernization,-10649900,11/20/2016,12/31/2052
T-180,Red Purple Transit,2020,Current Obligations,Program administration,-215100,11/20/2016,12/31/2052
T-175,51st/Lake Park,2020,Current Obligations,Program administration,-3900,11/15/2012,12/31/2036
T-178,Washington Park,2020,Current Obligations,Program administration,-10900,10/08/2014,12/31/2038
T-175,51st/Lake Park,2020,Current Obligations,RA - City Hyde Park,-187000,11/15/2012,12/31/2036
T-172,Randolph/Wells,2020,Current Obligations,Program administration,-12400,06/09/2010,12/31/2034
T-094,Chicago/Kingsbury,2020,Current Obligations,Program administration,-500600,04/12/2000,12/31/2024
T-066,Greater Southwest Industrial Corridor (East),2020,Current Obligations,RA - Gateway Park LLC,-544800,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2020,Current Obligations,Program administration,-21200,03/10/1999,12/31/2023
T-059,Calumet Avenue/Cermak Road,2020,Current Obligations,Program administration,-237000,07/29/1998,07/29/2021
T-038,Roosevelt/Cicero,2020,Current Obligations,Program administration,-62200,02/05/1998,02/05/2021
T-056,79th Street Corridor,2020,Current Obligations,Program administration,-20700,07/08/1998,07/08/2021
T-033,North Branch (North),2020,Current Obligations,Program administration,-109700,07/02/1997,12/31/2021
T-048,Western/Ogden,2020,Current Obligations,Program administration,-182500,02/05/1998,02/05/2021
T-082,Belmont/Cicero,2020,Current Obligations,Program administration,-23100,01/12/2000,12/31/2024
T-087,Fullerton/Milwaukee,2020,Current Obligations,Program administration,-156300,02/16/2000,12/31/2024
T-067,Archer Courts,2020,Current Obligations,Program administration,-11400,05/12/1999,12/31/2023
T-087,Fullerton/Milwaukee,2020,Current Obligations,MSAC DS - Lorca,-3326200,02/16/2000,12/31/2024
T-086,Central West,2020,Current Obligations,RA - Horner Homes Ph. IIA2,-170000,02/16/2000,12/31/2024
T-065,Woodlawn,2020,Current Obligations,Program administration,-63900,01/20/1999,01/20/2022
T-086,Central West,2020,Current Obligations,Program administration,-422900,02/16/2000,12/31/2024
T-083,West Irving Park,2020,Current Obligations,Program administration,-22500,01/12/2000,12/31/2024
T-052,Kinzie Industrial Corridor,2020,Current Obligations,Program administration,-635300,06/10/1998,12/31/2022
T-093,South Chicago,2020,Current Obligations,Program administration,-29500,04/12/2000,12/31/2024
T-090,Peterson/Cicero,2020,Current Obligations,Program administration,-12200,02/16/2000,12/31/2024
T-057,Jefferson Park Business District,2020,Current Obligations,Program administration,-23400,09/09/1998,09/09/2021
T-089,Midway Industrial Corridor,2020,Current Obligations,Program administration,-79200,02/16/2000,12/31/2024
T-058,Portage Park,2020,Current Obligations,Program administration,-41700,09/09/1998,09/09/2021
T-037,River South,2020,Current Obligations,Program administration,-514900,07/30/1997,07/30/2020
T-081,Belmont/Central,2020,Current Obligations,Program administration,-61900,01/12/2000,12/31/2024
T-069,Pulaski Corridor,2020,Current Obligations,Program administration,-75700,06/09/1999,12/31/2023
T-052,Kinzie Industrial Corridor,2020,Current Obligations,RA - Peppercorn 240 LLC Note B,-63600,06/10/1998,12/31/2022
T-030,Near North,2020,Current Obligations,Program administration,-611700,07/30/1997,07/30/2020
T-048,Western/Ogden,2020,Current Obligations,RA - CCIL,-186800,02/05/1998,02/05/2021
T-030,Near North,2020,Current Obligations,RA - Parkside IIA Rental,-1213400,07/30/1997,07/30/2020
T-068,Roosevelt/Union,2020,Current Obligations,RA - UIC Board of Trustees,-4847200,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2020,Current Obligations,Program administration,-109600,05/12/1999,05/12/2022
T-052,Kinzie Industrial Corridor,2020,Current Obligations,RA - Harold Washington Unity Coop,-70000,06/10/1998,12/31/2022
T-067,Archer Courts,2020,Current Obligations,RA - Community Housing Partners V,-105000,05/12/1999,12/31/2023
T-087,Fullerton/Milwaukee,2020,Current Obligations,RA - Logan Theater,-200000,02/16/2000,12/31/2024
T-052,Kinzie Industrial Corridor,2020,Current Obligations,RA - Peppercorn 240 LLC Note A,-109500,06/10/1998,12/31/2022
T-001,35th/Halsted,2020,Current Obligations,RA - ACRE Development,-237400,01/14/1997,12/31/2021
T-030,Near North,2020,Current Obligations,CPS IGA - new HS,-30000000,07/30/1997,07/30/2020
T-092,Greater Southwest Industrial Corridor (West),2020,Current Obligations,Program administration,-7500,04/12/2000,12/31/2024
T-063,Canal/Congress,2020,Current Obligations,Program administration,-539400,11/12/1998,12/31/2022
T-061,Bronzeville,2020,Current Obligations,Program administration,-73800,11/04/1998,12/31/2022
T-061,Bronzeville,2020,Current Obligations,RA - Metropolis,-2000000,11/04/1998,12/31/2022
T-061,Bronzeville,2020,Current Obligations,RA - Pershing & State LP,-31300,11/04/1998,12/31/2022
T-036,Read-Dunning,2020,Current Obligations,Program administration,-53900,01/11/1991,12/31/2027
T-095,Midwest,2020,Current Obligations,RA - Mt Sinai Hospital,-3000000,05/17/2000,12/31/2036
T-095,Midwest,2020,Current Obligations,RA - Liberty Square Apts,-53700,05/17/2000,12/31/2036
T-001,35th/Halsted,2020,Current Obligations,Program administration,-144600,01/14/1997,12/31/2021
T-095,Midwest,2020,Current Obligations,MSAC DS - Collins HS,-4196500,05/17/2000,12/31/2036
T-053,Pilsen Industrial Corridor,2020,Current Obligations,RA - Target - 33rd/Damen,-487300,06/10/1998,12/31/2022
T-042,Sanitary Drainage and Ship Canal,2020,Current Obligations,Program administration,-15400,07/24/1991,12/31/2027
T-085,Western Avenue South,2020,Current Obligations,RA - North Center Senior Housing LP,-33400,01/12/2000,12/31/2024
T-085,Western Avenue South,2020,Current Obligations,Program administration,-158500,01/12/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2020,Current Obligations,RA - A Finkl & Sons Co,-375000,06/10/1998,12/31/2034
T-088,Lawrence/Kedzie,2020,Current Obligations,Program administration,-136000,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,2020,Current Obligations,MSAC DS - Albany Park Acad / Peterson ES,-4339900,02/16/2000,12/31/2024
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2020,Current Obligations,Program administration,-68000,06/10/1998,12/31/2034
T-062,Roosevelt/Racine,2020,Current Obligations,RA - Roosevelt Square,-910400,11/04/1998,12/31/2034
T-095,Midwest,2020,Current Obligations,Program administration,-313900,05/17/2000,12/31/2036
T-060,71st/Stony Island,2020,Current Obligations,Program administration,-56800,10/07/1998,10/07/2021
T-087,Fullerton/Milwaukee,2020,Current Obligations,RA - Footwear Factory / Florsheim Lofts,-524200,02/16/2000,12/31/2024
T-035,North-Cicero,2020,Current Obligations,Program administration,-31700,07/30/1997,07/30/2020
T-064,Northwest Industrial Corridor,2020,Current Obligations,RA - MLRP-Merlin LLC,-73400,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Current Obligations,Program administration,-144500,12/02/1998,12/31/2022
T-091,Peterson/Pulaski,2020,Current Obligations,Program administration,-28200,02/16/2000,12/31/2024
T-055,43rd/Cottage Grove,2020,Current Obligations,RA - Shops & Lofts at 47th (Residential),-1263300,07/08/1998,12/31/2022
T-045,Stockyards Southeast Quadrant Industrial,2020,Current Obligations,Program administration,-34100,02/26/1992,12/31/2028
T-055,43rd/Cottage Grove,2020,Current Obligations,RA - Shops & Lofts at 47th (Commercial),-159400,07/08/1998,12/31/2022
T-063,Canal/Congress,2020,Current Obligations,RA - Hillshire Brands,-1500000,11/12/1998,12/31/2022
T-055,43rd/Cottage Grove,2020,Current Obligations,RA - Hearts United II LP,-23500,07/08/1998,12/31/2022
T-034,North Branch (South),2020,Current Obligations,Program administration,-176100,02/05/1998,02/05/2021
T-060,71st/Stony Island,2020,Current Obligations,RA - Montclare Sr - Avalon Park,-43100,10/07/1998,10/07/2021
T-053,Pilsen Industrial Corridor,2020,Current Obligations,Debt service - Series 2014,-4868600,06/10/1998,12/31/2022
T-055,43rd/Cottage Grove,2020,Current Obligations,Program administration,-61400,07/08/1998,12/31/2022
T-021,Englewood Mall,2020,Current Obligations,Program administration,-13800,11/29/1989,12/31/2025
T-084,Western Avenue North,2020,Current Obligations,Program administration,-94800,01/12/2000,12/31/2024
T-084,Western Avenue North,2020,Current Obligations,RA - 4800 Damen LLC,-242300,01/12/2000,12/31/2024
T-053,Pilsen Industrial Corridor,2020,Current Obligations,Program administration,-275200,06/10/1998,12/31/2022
T-043,Stockyards Annex,2020,Current Obligations,Program administration,-31700,12/11/1996,12/31/2020
T-055,43rd/Cottage Grove,2020,Current Obligations,RA - Hearts United III LP,-52600,07/08/1998,12/31/2022
T-071,Galewood/Armitage Industrial,2020,Current Obligations,Program administration,-66500,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2020,Current Obligations,MSAC DS - Prieto Elementary - other TIF(s),-2462600,07/07/1999,12/31/2023
T-074,Clark Street and Ridge Avenue,2020,Current Obligations,Program administration,-45400,09/29/1999,09/29/2022
T-075,Madison/Austin Corridor,2020,Current Obligations,MSAC DS - Austin HS & DePriest ES - TIF share,-1296300,09/29/1999,12/31/2023
T-004,49th Street/St. Lawrence Avenue,2020,Current Obligations,RA - Willard Square,-335000,01/10/1996,12/31/2020
T-004,49th Street/St. Lawrence Avenue,2020,Current Obligations,Program administration,-11700,01/10/1996,12/31/2020
T-024,Homan-Arthington,2020,Current Obligations,Program administration,-15700,02/05/1998,02/05/2021
T-029,Michigan/Cermak,2020,Current Obligations,Program administration,-34100,09/13/1989,12/31/2025
T-027,Irving/Cicero,2020,Current Obligations,Program administration,-16000,06/10/1996,12/31/2020
T-075,Madison/Austin Corridor,2020,Current Obligations,Program administration,-43500,09/29/1999,12/31/2023
T-070,Clark/Montrose,2020,Current Obligations,RA - Black Ensemble Theater,-870800,07/07/1999,07/07/2022
T-075,Madison/Austin Corridor,2020,Current Obligations,MSAC DS - Austin HS & DePriest Elementary - other TIF(s),-5272000,09/29/1999,12/31/2023
T-072,24th/Michigan,2020,Current Obligations,Program administration,-38300,07/21/1999,07/21/2022
T-070,Clark/Montrose,2020,Current Obligations,Program administration,-69400,07/07/1999,07/07/2022
T-096,Cicero/Archer,2020,Current Obligations,Program administration,-16600,05/17/2000,12/31/2024
T-076,Devon/Western,2020,Current Obligations,Program administration,-48000,11/03/1999,12/31/2023
T-062,Roosevelt/Racine,2020,Current Obligations,Program administration,-36600,11/04/1998,12/31/2034
T-077,Lincoln Avenue,2020,Current Obligations,Program administration,-64900,11/03/1999,12/31/2023
T-027,Irving/Cicero,2020,Current Obligations,RA - Klee Building,-91500,06/10/1996,12/31/2020
T-071,Galewood/Armitage Industrial,2020,Current Obligations,MSAC DS - Prieto ES - TIF share,-2372700,07/07/1999,12/31/2023
T-077,Lincoln Avenue,2020,Current Obligations,MSAC DS - Mather HS - TIF share,-1395800,11/03/1999,12/31/2023
T-073,111th Street/Kedzie Avenue Business District,2020,Current Obligations,Special Service Area 55,-14000,09/29/1999,09/29/2022
T-073,111th Street/Kedzie Avenue Business District,2020,Current Obligations,RA - Gendell Partners Mt Greenwood,-125000,09/29/1999,09/29/2022
T-073,111th Street/Kedzie Avenue Business District,2020,Current Obligations,Program administration,-16400,09/29/1999,09/29/2022
T-078,South Works Industrial,2020,Current Obligations,Program administration,-4200,11/03/1999,12/31/2023
T-079,35th and Wallace,2020,Current Obligations,Program administration,-22700,12/15/1999,12/31/2023
T-077,Lincoln Avenue,2020,Current Obligations,MSAC DS - Mather HS - other TIF(s),-1923100,11/03/1999,12/31/2023
T-142,Western Avenue/Rock Island,2020,Current Obligations,RA - Buona Beef,-90000,02/08/2006,12/31/2030
T-139,Ravenswood Corridor,2020,Current Obligations,Program administration,-34000,03/09/2005,12/31/2029
T-122,Drexel Boulevard,2020,Current Obligations,Program administration,-7400,07/10/2002,12/31/2026
T-143,63rd/Ashland,2020,Current Obligations,Program administration,-24400,03/29/2006,12/31/2030
T-125,119th/I-57,2020,Current Obligations,RA - Marshfield Plaza,-1832300,11/06/2002,12/31/2026
T-128,Commercial Avenue,2020,Current Obligations,Program administration,-25200,11/13/2002,12/31/2026
T-125,119th/I-57,2020,Current Obligations,Program administration,-83500,11/06/2002,12/31/2026
T-133,83rd/Stewart,2020,Current Obligations,Program administration,-27500,03/31/2004,12/31/2028
T-133,83rd/Stewart,2020,Current Obligations,RA - Chatham Market,-1071900,03/31/2004,12/31/2028
T-134,Devon/Sheridan,2020,Current Obligations,RA - Loyola University,-136700,03/31/2004,12/31/2028
T-134,Devon/Sheridan,2020,Current Obligations,Program administration,-5800,03/31/2004,12/31/2028
T-125,119th/I-57,2020,Current Obligations,RA - Renaissance Estates PayGo,-229500,11/06/2002,12/31/2026
T-144,Harrison/Central,2020,Current Obligations,RA - Loretto Hospital,-289600,07/26/2006,12/31/2030
T-136,47th/State,2020,Current Obligations,Program administration,-31400,07/21/2004,12/31/2028
T-127,87th/Cottage Grove,2020,Current Obligations,Program administration,-39100,11/13/2002,12/31/2026
T-141,26th and King Drive,2020,Current Obligations,Program administration,-18800,01/11/2006,12/31/2030
T-141,26th and King Drive,2020,Current Obligations,RA - Mercy Hospital,-681600,01/11/2006,12/31/2030
T-126,Madden/Wells,2020,Current Obligations,RA - Phase 2C tax-exempt note pmts,-140200,11/06/2002,12/31/2026
T-126,Madden/Wells,2020,Current Obligations,RA - Phase 2C taxable note pmts,-42000,11/06/2002,12/31/2026
T-144,Harrison/Central,2020,Current Obligations,Program administration,-10500,07/26/2006,12/31/2030
T-126,Madden/Wells,2020,Current Obligations,RA - Phase 2A rental interest subsidy pmts,-169600,11/06/2002,12/31/2026
T-126,Madden/Wells,2020,Current Obligations,RA - Phase 1B rental interest subsidy,-50600,11/06/2002,12/31/2026
T-126,Madden/Wells,2020,Current Obligations,RA - Phase 1A rental interest subsidy,-47100,11/06/2002,12/31/2026
T-130,Edgewater/Ashland,2020,Current Obligations,Program administration,-31600,10/01/2003,12/31/2027
T-126,Madden/Wells,2020,Current Obligations,"RA - Phase 1A ""For Sale"" Note-1",-228000,11/06/2002,12/31/2026
T-121,47th/Halsted,2020,Current Obligations,Program administration,-65900,05/29/2002,12/31/2026
T-145,73rd/University,2020,Current Obligations,Program administration,-10200,09/13/2006,12/31/2030
T-142,Western Avenue/Rock Island,2020,Current Obligations,Program administration,-20800,02/08/2006,12/31/2030
